chrom	0	1
chrom	1	1
chrom	2	1
chrom	3	1
chrom	4	1
chrom	5	1
chrom	6	1
chrom	7	1
chrom	8	1
chrom	9	1
chrom	10	1
chrom	11	1
chrom	12	1
chrom	13	1
chrom	14	1
chrom	15	1
chrom	16	1
chrom	17	1
chrom	18	1
chrom	19	1
chrom	20	1
chrom	21	1
chrom	22	2
chrom	23	2
chrom	24	2
chrom	25	2
chrom	26	2
chrom	27	2
chrom	28	2
chrom	29	2
chrom	30	2
chrom	31	2
chrom	32	2
chrom	33	2
chrom	34	2
chrom	35	2
chrom	36	2
chrom	37	2
chrom	38	2
chrom	39	2
chrom	40	2
chrom	41	2
chrom	42	2
chrom	43	2
chrom	44	2
chrom	45	2
chrom	46	2
chrom	47	2
chrom	48	2
chrom	49	2
chrom	50	2
chrom	51	2
chrom	52	2
chrom	53	2
chrom	54	2
chrom	55	2
chrom	56	2
chrom	57	2
chrom	58	2
chrom	59	2
chrom	60	2
chrom	61	2
chrom	62	2
chrom	63	2
chrom	64	2
chrom	65	2
chrom	66	2
chrom	67	2
chrom	68	2
chrom	69	2
chrom	70	2
chrom	71	2
chrom	72	2
chrom	73	2
chrom	74	2
chrom	75	2
chrom	76	2
chrom	77	2
chrom	78	2
chrom	79	2
chrom	80	2
chrom	81	2
chrom	82	2
chrom	83	2
chrom	84	2
chrom	85	2
chrom	86	2
chrom	87	2
chrom	88	2
chrom	89	2
chrom	90	2
chrom	91	2
chrom	92	2
chrom	93	2
chrom	94	2
chrom	95	2
chrom	96	2
chrom	97	2
chrom	98	2
chrom	99	2
chrom	100	2
chrom	101	2
chrom	102	2
chrom	103	2
chrom	104	2
chrom	105	2
chrom	106	2
chrom	107	2
chrom	108	2
chrom	109	2
chrom	110	2
chrom	111	2
chrom	112	2
chrom	113	2
chrom	114	3
chrom	115	3
chrom	116	3
chrom	117	3
chrom	118	3
chrom	119	3
chrom	120	3
chrom	121	3
chrom	122	3
chrom	123	3
chrom	124	3
chrom	125	3
chrom	126	3
chrom	127	3
chrom	128	4
chrom	129	4
chrom	130	4
chrom	131	4
chrom	132	4
chrom	133	4
chrom	134	4
chrom	135	4
chrom	136	10
chrom	137	10
chrom	138	11
chrom	139	12
chrom	140	12
chrom	141	12
